IDSBR,Status
95948964,Berhasil
95949183,Berhasil
95950014,Berhasil
95951133,Berhasil
95951254,Berhasil
95953255,Berhasil
95953753,Berhasil
95954314,Gagal - PCL nan tidak ada
95954892,Berhasil
95955018,Berhasil
95955056,Berhasil
95955180,Gagal - PCL nan tidak ada
95955491,Berhasil
95955721,Berhasil
95956248,Berhasil
95957663,Berhasil
95957742,Berhasil
95957830,Berhasil
95958719,Berhasil
95960224,Berhasil
95960560,Berhasil
95960768,Berhasil
95961740,Berhasil
95962153,Berhasil
95963916,Berhasil
95964496,Berhasil
95964659,Berhasil
95964660,Berhasil
95965333,Berhasil
95965526,Berhasil
95965703,Berhasil
95965863,Berhasil
95966598,Berhasil
95967445,Berhasil
95968073,Berhasil
95969102,Berhasil
95970387,Berhasil
95972262,Berhasil
97739285,Berhasil
97740176,Berhasil
97740970,Berhasil
97741023,Berhasil
97741126,Berhasil
97741295,Berhasil
97741579,Berhasil
97741620,Berhasil
97741845,Berhasil
97742231,Berhasil
97742458,Berhasil
97742637,Berhasil
97742651,Berhasil
97742906,Berhasil
97742941,Gagal - PCL nan tidak ada
97743237,Gagal - PCL nan tidak ada
97743551,Berhasil
97743595,Berhasil
97743801,Berhasil
97743959,Berhasil
97743969,Gagal - PCL nan tidak ada
97743987,Berhasil
97744951,Berhasil
97745039,Berhasil
97745106,Berhasil
97745136,Berhasil
97745151,Berhasil
97745289,Berhasil
97745330,Berhasil
97745365,Berhasil
97745575,Berhasil
97746005,Berhasil
97746216,Berhasil
97746647,Berhasil
97746751,Berhasil
97746781,Berhasil
97746842,Berhasil
97747019,Berhasil
97747032,Berhasil
97747151,Berhasil
97747160,Berhasil
97747834,Berhasil
97748054,Berhasil
97748068,Berhasil
97748197,Gagal - PCL nan tidak ada
97748223,Berhasil
97748231,Gagal - PCL nan tidak ada
97748392,Berhasil
97748445,Berhasil
97748504,Berhasil
97748558,Berhasil
97748635,Berhasil
97748935,Berhasil
97749184,Berhasil
98054915,Berhasil
98054917,Berhasil
98054918,Berhasil
98054919,Berhasil
98054924,Berhasil
98054925,Berhasil
98054934,Berhasil
98054939,Berhasil
98054950,Berhasil
98054964,Berhasil
98054969,Berhasil
98054973,Berhasil
98054989,Berhasil
98054994,Berhasil
98056128,Berhasil
98058877,Berhasil
98058894,Berhasil
98059180,Berhasil
98059522,Berhasil
